"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","八丁堀(東京)",6,220000000,"３ＬＤＫ",75,"2017年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","湊","新富町(東京)",6,80000000,"１ＬＤＫ",45,"2015年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","茅場町",8,31000000,"２ＤＫ",50,"1979年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","茅場町",6,130000000,"２ＬＤＫ",65,"2015年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","八丁堀(東京)",3,230000000,"３ＬＤＫ",105,"2011年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","八丁堀(東京)",1,79000000,"１ＬＤＫ",45,"2017年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","八丁堀(東京)",2,62000000,"１ＬＤＫ",45,"2006年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","八丁堀(東京)",4,60000000,"３ＬＤＫ",55,"1997年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","八丁堀(東京)",7,31000000,"１ＬＤＫ",40,"1974年","ＳＲＣ","","","商業","","","2025年第1四半期","改装済み",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","八丁堀(東京)",3,80000000,"１ＬＤＫ",40,"2019年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","八丁堀(東京)",3,89000000,"２ＬＤＫ",65,"2004年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","茅場町",6,100000000,"３ＬＤＫ",110,"1986年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","茅場町",5,15000000,"１Ｒ",20,"1982年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","八丁堀(東京)",5,22000000,"１Ｋ",20,"2003年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","八丁堀(東京)",6,11000000,"１Ｒ",15,"1974年","ＳＲＣ","","","商業","","","2025年第1四半期","改装済み",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","八丁堀(東京)",2,65000000,"１ＬＤＫ",45,"2006年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","八丁堀(東京)",3,110000000,"２ＬＤＫ",65,"2004年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","八丁堀(東京)",7,12000000,"１Ｋ",20,"1974年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","八丁堀(東京)",3,18000000,"１Ｒ",25,"1982年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","八丁堀(東京)",3,55000000,"１Ｒ",45,"2004年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","八丁堀(東京)",7,14000000,"１Ｒ",20,"1974年","ＳＲＣ","","","近隣商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","新川","八丁堀(東京)",6,43000000,"２ＬＤＫ",50,"1982年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","築地","築地",1,240000000,"３ＬＤＫ",90,"2005年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","築地","築地",6,160000000,"３ＬＤＫ",80,"2000年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","築地","築地",1,83000000,"１ＬＤＫ",55,"2005年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","築地","新富町(東京)",2,110000000,"２ＬＤＫ",55,"2004年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","築地","築地",3,41000000,"１Ｒ",30,"1999年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","築地","築地",5,36000000,"１Ｒ",45,"1980年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","築地","築地市場",5,8900000,"１Ｒ",20,"1979年","鉄骨造","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","築地","築地",4,39000000,"１ＬＤＫ",40,"1979年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","築地","築地",3,35000000,"１Ｒ",30,"1999年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","築地","築地",3,21000000,"１Ｒ",20,"1982年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","築地","新富町(東京)",1,76000000,"１ＬＤＫ",50,"2004年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","勝どき",4,25000000,"１Ｒ",30,"1974年","ＳＲＣ","","","２種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","月島",1,240000000,"３ＬＤＫ",85,"2015年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","勝どき",3,20000000,"１Ｋ",30,"1974年","ＳＲＣ","","","２種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","月島",2,140000000,"１ＬＤＫ",90,"2003年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","月島",2,140000000,"２ＬＤＫ",90,"2003年","ＲＣ","","","商業","","","2025年第1四半期","改装済み",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","勝どき",5,19000000,"２Ｋ",30,"1971年","ＳＲＣ","","","２種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","月島",1,200000000,"３ＬＤＫ",90,"2003年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","月島",2,180000000,"２ＬＤＫ",65,"2020年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","月島",3,95000000,"２ＬＤＫ",60,"2008年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","月島",1,430000000,"３ＬＤＫ",110,"2015年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","月島",6,90000000,"２ＬＤＫ",55,"2014年","ＲＣ","","","２種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","月島",3,90000000,"２ＬＤＫ",55,"2008年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","月島",3,120000000,"３ＬＤＫ",90,"1997年","ＲＣ","","","２種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","月島",3,80000000,"２ＬＤＫ",60,"1995年","ＲＣ","","","２種住居","","","2025年第1四半期","改装済み",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","月島",3,95000000,"３ＬＤＫ",75,"1984年","ＳＲＣ","","","準住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","月島",1,110000000,"１ＬＤＫ",45,"2015年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","月島",2,95000000,"１ＬＤＫ",65,"2003年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","月島",3,140000000,"２ＬＤＫ",80,"2017年","ＲＣ","","","２種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","月島","月島",1,30000000,"１Ｋ",25,"2003年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","佃","月島",1,18000000,"１Ｒ",35,"1970年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","佃","月島",2,74000000,"１ＬＤＫ",45,"2011年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","佃","月島",1,59000000,"１ＬＤＫ",40,"2006年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","佃","月島",1,120000000,"２ＬＤＫ",70,"2005年","ＲＣ","","","２種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","佃","月島",6,120000000,"２ＬＤＫ",75,"1993年","ＳＲＣ","","","１種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","佃","月島",3,39000000,"２ＤＫ",50,"1973年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","佃","月島",3,120000000,"３ＬＤＫ",80,"2016年","ＲＣ","","","２種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","佃","月島",7,55000000,"１ＤＫ",40,"1991年","ＳＲＣ","","","１種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","佃","月島",2,96000000,"２ＬＤＫ",55,"2020年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","佃","月島",7,83000000,"１ＬＤＫ",60,"1991年","ＳＲＣ","","","１種住居","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13102","東京都","中央区","佃","月島",2,230000000,"３ＬＤＫ",110,"2002年","ＲＣ","","","商業","","","2025年第1四半期","",""
